dttl,sttl,ackdat,tcprtt,dload,label
252,254,0.075734,0.220663,2621.646729,1
29,31,0.000174,0.000721,15609703.0,0
29,31,0.0,0.0,609665.375,0
0,254,0.0,0.0,0.0,1
252,254,0.093257,0.216049,2576.911865,1
29,31,0.0,0.0,615969.625,0
29,31,0.000147,0.00064,3666535.0,0
252,254,0.149189,0.242282,1624.929565,1
252,254,0.027869,0.054905,18294.65625,1
29,31,0.0,0.0,610634.625,0
29,31,0.000139,0.000656,15631354.0,0
29,31,0.0,0.0,657433.0625,0
0,254,0.0,0.0,0.0,1
0,0,0.0,0.0,21.62257,0
29,31,0.000136,0.000815,5442634.0,0
29,31,0.000125,0.000739,14206980.0,0
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,0
0,254,0.0,0.0,0.0,0
252,254,0.063938,0.13874,4785.966797,1
252,62,0.121251,0.246033,14579.96289,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
29,31,0.0,0.0,646098.0,0
252,254,0.026945,0.121767,7056.855957,1
0,254,0.0,0.0,0.0,1
29,31,0.0,0.0,605607.5,0
29,31,0.0,0.0,649298.5625,0
29,31,0.000156,0.000834,7951914.5,0
29,31,0.000175,0.000818,181669.9688,0
29,31,0.000132,0.000624,76387.28125,0
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.045181,0.087226,5893.360352,1
29,31,0.000125,0.000675,9717405.0,0
29,31,0.000138,0.000649,10527997.0,0
29,31,0.001016,0.001496,9477.117188,0
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,0
29,31,0.000134,0.000691,1595307.875,0
0,254,0.0,0.0,0.0,1
29,31,0.000196,0.000791,8801532.0,0
29,31,0.000134,0.000617,286135.3125,0
29,31,0.0,0.0,51952.49219,0
252,254,0.072859,0.113786,5178.053223,1
29,31,0.000123,0.000618,4502080.5,0
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
29,31,0.0,0.0,1104785.0,0
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
29,31,0.000184,0.001766,66890.64844,0
29,31,0.00017,0.000738,1477414.5,0
0,254,0.0,0.0,0.0,1
252,62,0.032584,0.049045,20638.33789,1
29,31,0.0,0.0,645512.25,0
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
29,31,0.0,0.0,686595.9375,0
252,254,0.061194,0.076709,8208.248047,1
252,254,0.062453,0.146048,2422.172607,1
29,31,0.000136,0.000681,671144.3125,0
29,31,0.0,0.0,699410.625,0
252,254,0.017899,0.036974,9439.704102,1
252,254,0.066795,0.121088,4123.891602,1
29,31,0.000134,0.000709,386430.1875,0
252,254,0.103949,0.193096,5599.875,1
0,254,0.0,0.0,0.0,1
0,0,0.0,0.0,0.0,1
29,31,0.000177,0.000776,104050.0078,0
252,254,0.141,0.228197,4779.688477,1
0,254,0.0,0.0,0.0,1
29,31,0.000122,0.000607,724919.125,0
252,62,0.075256,0.142953,12105.99609,0
0,0,0.0,0.0,0.0,0
252,254,0.082778,0.218671,618.736389,1
0,254,0.0,0.0,0.0,1
29,31,0.000938,0.001416,70367.99219,0
29,31,0.00012,0.00065,3955147.0,0
29,31,0.0,0.0,711288.6875,0
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
29,31,0.000154,0.000698,1075047.25,0
29,31,0.000137,0.00065,15747229.0,0
29,31,0.000123,0.000725,12990880.0,0
29,31,0.0,0.0,655013.8125,0
31,29,0.0,0.0,327280.875,0
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.108045,0.196178,3396.951172,1
29,31,0.000144,0.000731,14727355.0,0
0,254,0.0,0.0,0.0,1
29,31,0.000136,0.000735,16292306.0,0
252,254,0.058031,0.066163,3678.750244,1
252,62,0.04338,0.050492,405659.625,1
29,31,0.000154,0.000778,391772.125,0
29,31,0.0,0.0,646706.625,0
0,254,0.0,0.0,0.0,1
29,31,0.000134,0.000675,3535238.25,0
0,31,0.0,0.0,0.0,0
29,31,0.0,0.0,360631.0938,0
252,254,0.044005,0.097786,4523.508789,1
252,62,0.140012,0.24616,6648.006836,0
252,254,0.050501,0.071552,26669.07031,1
0,254,0.0,0.0,0.0,1
29,31,0.0,0.0,586425.3125,0
29,31,0.0,0.0,735527.8125,0
0,254,0.0,0.0,0.0,1
29,31,0.0,0.0,654411.75,0
252,254,0.013614,0.02941,3748.34668,1
0,254,0.0,0.0,0.0,1
252,254,0.029133,0.060979,9071.029297,1
29,31,0.000131,0.000605,607174.25,0
29,31,0.0,0.0,633452.0,0
0,254,0.0,0.0,0.0,0
29,31,0.000149,0.000685,1908392.25,0
29,31,0.0,0.0,5156.355957,0
29,31,0.00014,0.000713,8279618.5,0
252,254,0.045088,0.06071,9966.574219,1
0,254,0.0,0.0,0.0,1
252,254,0.082624,0.161563,2664.955811,1
29,31,0.000136,0.000746,4773078.5,0
29,31,0.000127,0.000704,3847458.0,0
29,31,0.000124,0.000697,1818798.625,0
252,254,0.069163,0.183178,2124.689941,1
252,254,0.07314,0.165505,5298.978516,1
0,254,0.0,0.0,0.0,1
29,31,0.000144,0.000693,6861850.0,0
252,254,0.046376,0.053611,9540.84668,1
29,31,0.000193,0.004553,4759806.0,0
0,254,0.0,0.0,0.0,0
29,31,0.0,0.0,413417.9375,0
252,254,0.050083,0.059765,3836.218262,1
0,254,0.0,0.0,0.0,1
252,62,0.084976,0.203335,9458.883789,1
29,31,0.0,0.0,691262.125,0
29,31,0.0,0.0,1044075.563,0
0,254,0.0,0.0,0.0,1
29,31,0.00016,0.000746,14585617.0,0
29,31,0.000121,0.000589,183275.5781,0
29,31,0.000155,0.000734,5428355.0,0
252,254,0.07043,0.078333,7565.724121,1
29,31,0.000154,0.000839,76357.0625,0
252,254,0.046105,0.053072,9019.029297,1
29,31,0.000151,0.00065,498235.9063,0
29,31,0.000133,0.000655,23598.08008,0
29,31,0.0,0.0,664799.25,0
29,31,0.000134,0.000663,1271924.5,0
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
29,31,0.000166,0.00063,70878.55469,0
0,254,0.0,0.0,0.0,1
29,31,0.00018,0.000708,68096.39063,0
31,29,0.0,0.0,610823.3125,0
29,31,0.0,0.0,700098.375,0
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,62,0.053754,0.096625,6368.337402,1
0,254,0.0,0.0,0.0,1
252,254,0.046886,0.054607,3929.95166,1
29,31,0.00016,0.00076,8385534.0,0
29,31,0.000122,0.000675,8459315.0,0
29,31,0.000153,0.000712,6180361.5,0
29,31,0.000152,0.000768,5405264.0,0
0,254,0.0,0.0,0.0,1
29,31,0.00013,0.000626,3818124.75,0
252,254,0.080269,0.15334,2828.697998,0
252,254,0.082893,0.161394,5603.542969,1
29,31,0.000154,0.000689,7216650.5,0
0,254,0.0,0.0,0.0,1
29,31,0.0,0.0,597315.4375,0
0,254,0.0,0.0,0.0,1
252,254,0.049127,0.086109,5589.973145,1
29,31,0.0,0.0,666043.0625,0
0,254,0.0,0.0,0.0,0
0,254,0.0,0.0,0.0,1
29,31,0.000125,0.000704,75060.4375,0
0,254,0.0,0.0,0.0,1
29,31,0.0,0.0,763948.5,0
252,254,0.058013,0.123074,4866.933594,1
29,31,0.0,0.0,20893.23047,0
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
29,31,0.0,0.0,419763.9063,0
29,31,0.000144,0.000693,9607496.0,0
29,31,0.0,0.0,413137.0313,0
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,0
29,31,0.000155,0.000706,9513628.0,0
29,31,0.000115,0.000647,48995.78516,0
29,31,0.000135,0.000656,66186.89844,0
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
29,31,0.000121,0.000587,618910.0,0
252,62,0.08366,0.160495,7494.253418,0
252,254,0.100102,0.191137,1924.996094,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,0
0,254,0.0,0.0,0.0,1
29,31,0.000185,0.000701,2970002.75,0
0,254,0.0,0.0,0.0,1
252,254,0.057763,0.161295,2082.47876,1
252,254,0.073741,0.15122,2616.612305,1
252,254,0.047083,0.063207,386.495239,1
252,254,0.025489,0.045512,4906.510742,1
29,31,0.000141,0.000772,4797340.5,0
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.069936,0.153635,2139.129639,0
0,254,0.0,0.0,0.0,0
29,31,0.000147,0.000722,5154170.0,0
0,254,0.0,0.0,0.0,1
31,29,0.0,0.0,94857.07031,0
0,254,0.0,0.0,0.0,1
29,31,0.0,0.0,1011086.5,0
252,254,0.244797,0.445961,1701.723511,1
29,31,0.0,0.0,650822.6875,0
252,254,0.05107,0.136294,2160.277588,1
29,31,0.000124,0.000671,14034057.0,0
0,254,0.0,0.0,0.0,1
29,31,0.0,0.0,1041690.5,0
252,254,0.092197,0.140845,6384.886719,1
29,31,0.000147,0.00065,5943999.0,0
252,254,0.057432,0.118041,142.058151,1
252,254,0.047215,0.113075,6498.946777,1
29,31,0.000137,0.000734,7335815.0,0
0,254,0.0,0.0,0.0,1
252,254,0.0671,0.13198,126.372681,1
29,31,0.0,0.0,654411.75,0
0,254,0.0,0.0,0.0,1
252,254,0.071711,0.178743,2886.20459,1
0,254,0.0,0.0,0.0,1
29,31,0.000122,0.000611,12312814.0,0
29,31,0.0,0.0,718466.1875,0
0,254,0.0,0.0,0.0,1
252,254,0.086285,0.194467,3551.975342,1
29,31,0.0,0.0,682646.1875,0
0,254,0.0,0.0,0.0,1
29,31,0.000215,0.00095,76015.58594,0
29,31,0.000171,0.001119,6822127.5,0
252,254,0.028406,0.087666,4755.712402,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,0
29,31,0.000134,0.000668,9526.613281,0
29,31,0.002805,0.005802,8648.821289,0
29,31,0.00012,0.000583,896133.875,0
252,254,0.029837,0.062072,10554.68457,1
0,254,0.0,0.0,0.0,1
29,31,0.0,0.0,1013333.375,0
252,254,0.019292,0.036172,3694.621582,1
29,31,0.000134,0.000597,618263.25,0
0,254,0.0,0.0,0.0,1
29,31,0.000133,0.000703,2797287.0,0
29,31,0.000122,0.000625,11573215.0,0
29,31,0.000134,0.000729,181372.3594,0
29,31,0.000121,0.000593,641271.8125,0
29,31,0.000127,0.000599,2636589.5,0
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
29,31,0.000133,0.000669,3736662.0,0
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
29,31,0.000137,0.000643,12069281.0,0
252,254,0.09041,0.233504,1800.97229,1
29,31,0.0,0.0,286472.1563,0
252,254,0.085422,0.164631,4592.964844,1
0,254,0.0,0.0,0.0,1
252,254,0.078814,0.10283,4352.325684,1
0,254,0.0,0.0,0.0,1
252,254,0.094074,0.185696,3661.954834,1
252,254,0.091031,0.189515,3775.612549,1
252,254,0.093625,0.130164,2310.833252,1
252,62,0.046286,0.051855,10812.62793,1
0,254,0.0,0.0,0.0,1
252,254,0.061003,0.103737,4157.140137,1
29,31,0.000131,0.000652,840574.75,0
29,31,0.0,0.0,702169.625,0
252,254,0.039421,0.123096,2009.807617,1
29,31,0.0,0.0,669387.75,0
0,254,0.0,0.0,0.0,1
29,31,0.000123,0.000579,573962.875,0
0,254,0.0,0.0,0.0,1
252,254,0.085563,0.197406,5827.640625,1
252,254,0.077304,0.164719,2020.154175,1
29,31,0.000138,0.000656,24069.83594,0
29,31,0.000133,0.000695,67757.14844,0
252,254,0.052517,0.064706,9104.672852,1
0,60,0.0,0.0,0.0,0
29,31,9.8e-05,0.000633,210119.5938,0
29,31,0.000132,0.000603,577055.25,0
0,254,0.0,0.0,0.0,0
29,31,0.000147,0.000642,2901921.25,0
29,31,0.000172,0.000775,263844.625,0
252,254,0.065404,0.13691,239.82428,1
29,31,0.000158,0.000716,30717.02734,0
29,31,0.0,0.0,643761.25,0
29,31,0.000128,0.000643,674016.375,0
0,254,0.0,0.0,0.0,1
29,31,0.000144,0.000684,46925.78516,0
29,31,0.0,0.0,701477.8125,0
0,254,0.0,0.0,0.0,1
252,254,0.046785,0.05861,6931.899414,1
29,31,0.000136,0.000783,885484.75,0
29,31,0.0,0.0,1002197.813,0
252,254,0.086605,0.166657,5390.814453,1
0,254,0.0,0.0,0.0,1
29,31,0.0,0.0,659870.25,0
0,254,0.0,0.0,0.0,1
252,254,0.020683,0.072119,3791.921387,1
29,31,0.000137,0.000691,12931420.0,0
29,31,0.000124,0.000586,287106.125,0
252,254,0.048255,0.06114,10833.22754,1
29,31,0.000141,0.000675,297857.875,0
0,254,0.0,0.0,0.0,1
252,62,0.047039,0.053657,23813.19922,1
0,254,0.0,0.0,0.0,1
29,31,0.000183,0.000826,13468456.0,0
29,31,0.00012,0.000592,4808737.0,0
29,31,0.000138,0.000625,8538020.0,0
29,31,0.000152,0.00069,155042.0313,0
252,254,0.045771,0.052791,3749.695557,1
29,31,0.000131,0.00066,3324457.25,0
29,31,0.000175,0.000781,2199203.25,0
0,254,0.0,0.0,0.0,0
29,31,0.0,0.0,709870.4375,0
252,254,0.121893,0.201285,3366.800781,1
29,31,0.000134,0.000629,23013.82031,0
29,31,0.000166,0.000836,14783022.0,0
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
29,31,0.000162,0.000707,126393.1953,0
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
29,31,0.000181,0.000968,140297.4063,0
29,31,9.8e-05,0.000726,54579.50781,0
252,254,0.094147,0.148484,2993.187988,1
29,31,0.000129,0.000633,14359902.0,0
0,254,0.0,0.0,0.0,1
252,254,0.044477,0.051824,10599.34863,1
29,31,0.000109,0.000592,10059864.0,0
0,254,0.0,0.0,0.0,1
29,31,0.000149,0.000685,1871540.875,0
29,31,0.000123,0.000704,1913578.125,0
0,254,0.0,0.0,0.0,1
29,31,0.0,0.0,1035775.125,0
0,254,0.0,0.0,0.0,1
252,254,0.058563,0.106253,2473.299805,1
252,254,0.05901,0.099538,5446.82666,1
252,62,0.068161,0.151464,175234.9063,1
29,31,0.000131,0.000648,32318.19922,0
252,254,0.070063,0.142438,2634.135986,1
0,1,0.0,0.0,0.0,0
29,31,0.0,0.0,1047673.75,0
0,254,0.0,0.0,0.0,0
252,254,0.049109,0.112582,2827.222412,1
29,31,0.000135,0.000678,13945898.0,0
252,254,0.077724,0.153557,3573.444092,1
0,0,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
29,31,0.000106,0.000946,1442143.75,0
252,62,0.035502,0.071621,168451.7344,1
252,254,0.091737,0.2048,5290.051758,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
29,31,0.0,0.0,1027605.625,0
252,254,0.048575,0.109601,5982.592773,1
0,254,0.0,0.0,0.0,1
252,254,0.09709,0.190722,1532.144775,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.044005,0.097786,4523.508789,1
29,31,0.000131,0.000611,1045508.938,0
29,31,0.000146,0.000687,73874.9375,0
252,254,0.051152,0.141628,3728.532959,1
252,62,0.045714,0.085254,74774.39063,1
252,254,0.095588,0.181707,1251.510132,1
252,254,0.041498,0.11848,3071.248779,1
252,62,0.308128,0.505865,604867.625,1
29,31,0.000124,0.000579,911050.8125,0
0,254,0.0,0.0,0.0,1
29,31,0.000126,0.00076,5467389.5,0
29,31,0.000122,0.000589,3909014.5,0
29,31,0.000124,0.000613,28099.03125,0
29,31,0.00015,0.000685,70417.52344,0
29,31,0.000147,0.000789,14493927.0,0
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.045421,0.099127,5461.688965,1
0,254,0.0,0.0,0.0,1
252,254,0.060145,0.132024,3136.437744,1
29,31,0.000157,0.000717,3659306.0,0
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
29,31,0.0,0.0,678741.6875,0
252,254,0.177573,0.28209,2564.860352,1
29,31,0.000142,0.000667,816538.75,0
29,31,0.0,0.0,634581.0625,0
29,31,0.000134,0.000692,4507404.5,0
29,31,0.001514,0.00205,81256.50781,0
252,254,0.105466,0.171705,4976.928711,1
252,254,0.066402,0.179848,2363.046631,1
252,254,0.132332,0.230332,3222.12915,1
29,31,0.000134,0.000619,84892.86719,0
252,62,0.090529,0.15658,42474.47656,1
29,31,0.00012,0.000595,10014186.0,0
252,254,0.089896,0.171071,2671.640137,1
0,254,0.0,0.0,0.0,1
29,31,0.00012,0.000726,3410457.0,0
0,254,0.0,0.0,0.0,1
252,254,0.133144,0.265486,4260.153809,1
0,254,0.0,0.0,0.0,1
29,31,0.0,0.0,738589.1875,0
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
29,31,0.0,0.0,625482.625,0
0,254,0.0,0.0,0.0,1
29,31,0.0,0.0,407597.7813,0
29,31,0.0001,0.000842,3903653.5,0
29,31,0.0,0.0,10913.79102,0
252,254,0.080874,0.218701,2765.270752,1
0,254,0.0,0.0,0.0,1
252,254,0.049106,0.116243,5912.864258,1
29,31,0.0,0.0,588429.75,0
0,254,0.0,0.0,0.0,0
0,254,0.0,0.0,0.0,0
29,31,0.000121,0.000597,3128793.0,0
0,254,0.0,0.0,0.0,1
29,31,0.000156,0.000711,3800553.25,0
29,31,0.00016,0.00076,9841502.0,0
252,254,0.156753,0.259138,2273.301025,1
29,31,0.000165,0.001337,7250750.5,0
0,254,0.0,0.0,0.0,1
252,254,0.032462,0.126179,4770.882324,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
29,31,0.0,0.0,651418.0625,0
252,254,0.04519,0.05172,9704.425781,1
0,254,0.0,0.0,0.0,1
252,254,0.07034,0.161369,2757.721924,1
0,254,0.0,0.0,0.0,1
29,31,0.0,0.0,669802.5,0
29,31,0.0,0.0,1005512.688,0
29,31,0.000135,0.00069,4347427.0,0
29,31,0.000855,0.001361,288426.75,0
29,31,0.000126,0.000615,13363074.0,0
252,62,0.057145,0.069484,24280.73828,1
0,254,0.0,0.0,0.0,1
29,31,0.000124,0.000659,70737.40625,0
252,254,0.046038,0.053994,29948.0957,1
29,31,0.00013,0.000655,74663.40625,0
29,31,0.000154,0.000728,1317318.625,0
252,254,0.066641,0.13926,3113.489258,1
252,254,0.060707,0.116865,3242.189209,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.043992,0.109026,3580.477051,0
0,254,0.0,0.0,0.0,1
252,254,0.13375,0.171838,4355.286621,1
0,254,0.0,0.0,0.0,1
29,31,0.000181,0.000753,2946320.5,0
29,31,0.00015,0.000702,1421796.5,0
0,254,0.0,0.0,0.0,0
0,254,0.0,0.0,0.0,1
252,62,0.063198,0.104512,13977.66016,1
0,254,0.0,0.0,0.0,1
29,31,0.000185,0.000747,88348.09375,0
29,31,0.000137,0.000752,923527.0625,0
29,31,0.000164,0.000752,15475007.0,0
252,254,0.11739,0.222801,3691.4375,1
29,31,0.000173,0.000723,3564759.75,0
252,254,0.019527,0.078939,2886.835938,1
252,62,0.021156,0.096073,55337.07031,1
29,31,0.013085,0.013633,74162.94531,0
29,31,0.000149,0.000668,73820.35156,0
29,31,0.0,0.0,1026449.063,0
29,31,0.00021,0.000978,624619.625,0
29,31,0.000119,0.00057,75851.17188,0
252,254,0.084414,0.140265,3811.565674,1
29,31,0.000149,0.000695,67258.02344,0
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
252,254,0.084552,0.223974,2805.088623,0
29,31,0.000126,0.001219,4111241.75,0
29,31,0.0,0.0,702169.625,0
252,254,0.076538,0.256288,3086.250488,1
29,31,0.000183,0.000669,10340642.0,0
29,31,0.000153,0.000662,12960170.0,0
29,31,0.0,0.0,691432.875,0
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
29,31,0.0,0.0,649635.0625,0
29,31,0.0,0.0,623076.9375,0
29,31,0.000123,0.000667,10561632.0,0
29,31,0.000153,0.000684,3481338.75,0
29,31,0.0,0.0,1028184.875,0
0,60,0.0,0.0,0.0,0
252,254,0.088604,0.226895,2366.316895,0
29,31,0.0,0.0,378640.7813,0
29,31,0.000139,0.001303,12877188.0,0
252,254,0.117419,0.237883,1301.609741,1
0,254,0.0,0.0,0.0,1
29,31,0.0,0.0,670433.125,0
29,31,0.000142,0.000671,69729.86719,0
29,31,0.00013,0.000706,82741.01563,0
29,31,0.000175,0.000737,3730617.0,0
29,31,0.000466,0.00097,9088007.0,0
29,31,0.000175,0.000715,9516.765625,0
252,254,0.084829,0.189073,4082.15332,1
29,31,0.000154,0.000697,71554.89844,0
29,31,0.000161,0.000685,82763.14844,0
0,254,0.0,0.0,0.0,1
29,31,0.000121,0.000664,76397.07813,0
252,254,0.047753,0.05569,9280.694336,1
252,254,0.060159,0.146199,1752.927734,1
29,31,0.00013,0.000585,7066.272949,0
0,254,0.0,0.0,0.0,1
29,31,0.000169,0.000728,62197.44531,0
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
29,31,0.0,0.0,639684.0625,0
0,254,0.0,0.0,0.0,1
0,254,0.0,0.0,0.0,1
