dttl,sttl,ackdat,tcprtt,dload,label
31,29,0.0,0.0,7065.177246,0
29,31,0.000139,0.000632,62886.53906,0
29,31,0.0,0.0,623467.625,0
29,31,0.000138,0.000707,2155243.75,0
29,31,0.000186,0.000748,1467162.25,0
29,31,0.000153,0.000716,47894.53516,0
0,254,0.0,0.0,0.0,0
29,31,0.000162,0.000724,3651828.75,0
29,31,0.000134,0.000692,4507404.5,0
29,31,0.000127,0.000734,2588259.0,0
0,0,0.0,0.0,0.0,0
29,31,0.000132,0.000622,279773.3125,0
29,31,0.000135,0.000692,74739.95313,0
29,31,0.000167,0.000759,10787531.0,0
29,31,0.000151,0.000684,1782719.25,0
29,31,0.000122,0.000668,110675.2891,0
29,31,0.0,0.0,683544.3125,0
29,31,0.000163,0.001721,7043.205566,0
29,31,0.000155,0.000706,9513628.0,0
29,31,0.000125,0.000635,8169226.5,0
29,31,0.000124,0.00067,169341.7656,0
29,31,0.000166,0.000844,14516022.0,0
29,31,0.000134,0.000641,136461.2656,0
29,31,0.000137,0.000699,224276.125,0
29,31,0.000134,0.000675,3535238.25,0
29,31,0.000103,0.000551,69472.05469,0
29,31,0.0,0.0,735527.8125,0
29,31,0.0,0.0,665420.5625,0
29,31,0.000122,0.000586,660710.4375,0
29,31,0.0,0.0,660550.4375,0
29,31,0.0,0.0,656535.0,0
29,31,0.0,0.0,627299.1875,0
29,31,0.000123,0.000681,1614965.625,0
29,31,0.000127,0.000647,607715.9375,0
29,31,0.000126,0.000706,4310600.0,0
29,31,0.000135,0.00069,4347427.0,0
29,31,0.000159,0.000699,2843299.75,0
29,31,0.000117,0.0006,7929623.5,0
29,31,0.000156,0.000776,15479856.0,0
29,31,0.000125,0.000672,35095.62891,0
29,31,9.8e-05,0.00058,80275.1875,0
29,31,0.000163,0.000645,638897.4375,0
29,31,0.000135,0.000603,1172509.375,0
252,62,0.140012,0.24616,6648.006836,0
29,31,0.000143,0.00065,9524219.0,0
29,31,0.00014,0.000649,65290.80469,0
29,31,0.000153,0.000689,5134410.5,0
0,254,0.0,0.0,0.0,0
29,31,0.0,0.0,584837.5,0
29,31,0.00016,0.000799,194159.4688,0
29,31,0.00012,0.000669,126510.5625,0
29,31,0.0,0.0,633452.0,0
0,254,0.0,0.0,0.0,0
29,31,0.000141,0.000722,138208.2813,0
29,31,0.000248,0.000718,10680713.0,0
29,31,0.000154,0.00069,4651842.0,0
29,31,0.000138,0.000682,14739876.0,0
29,31,0.00014,0.000709,7991096.0,0
29,31,0.000135,0.000596,41265.66797,0
29,31,0.000125,0.000597,484403.6875,0
29,31,0.000158,0.000689,10740511.0,0
29,31,0.0,0.0,749473.6875,0
29,31,0.00016,0.00076,8385534.0,0
29,31,0.0,0.0,659870.25,0
29,31,0.000138,0.000607,77690.24219,0
29,31,0.000164,0.000706,155817.625,0
29,31,0.0,0.0,666043.0625,0
29,31,0.0,0.0,387096.7813,0
29,31,0.000139,0.000706,5572897.5,0
29,31,0.000106,0.000946,1442143.75,0
252,62,0.140012,0.24616,6648.006836,0
29,31,0.00018,0.000708,68096.39063,0
29,31,0.0,0.0,675521.8125,0
29,31,0.000138,0.000683,2295920.75,0
29,31,0.000156,0.000789,5304668.5,0
29,31,0.000147,0.001114,5808640.5,0
29,31,0.000184,0.00074,76261.86719,0
29,31,0.000149,0.000661,1362128.5,0
29,31,0.000165,0.000775,10081917.0,0
29,31,0.0,0.0,646098.0,0
29,31,0.000117,0.000635,49993.26172,0
0,60,0.0,0.0,0.0,0
29,31,0.0,0.0,672332.375,0
29,31,0.0,0.0,670433.125,0
29,31,0.0,0.0,763948.5,0
29,31,0.00016,0.000844,75840.98438,0
29,31,0.000135,0.000714,12956232.0,0
29,31,0.000133,0.00065,9568.048828,0
29,31,0.000126,0.001187,5016713.5,0
29,31,0.000134,0.000729,181372.3594,0
29,31,0.000169,0.000757,3851326.75,0
29,31,0.0,0.0,668544.625,0
29,31,0.00016,0.000728,62168.39844,0
29,31,0.000128,0.000672,3010503.5,0
29,31,0.000138,0.000656,24069.83594,0
29,31,0.000149,0.000695,67258.02344,0
29,31,0.0,0.0,1005512.688,0
29,31,0.000145,0.000675,6033352.5,0
29,31,0.000177,0.000728,476284.9688,0
29,31,0.000162,0.001282,9773593.0,0
29,31,0.0,0.0,574977.8125,0
29,31,0.0,0.0,693957.125,0
29,31,0.000175,0.000721,30013.56055,0
29,31,0.000181,0.000968,140297.4063,0
29,31,0.000129,0.000672,29106.9043,0
29,31,0.000122,0.000652,27824.14844,0
29,31,0.000133,0.000708,3475669.0,0
29,31,0.0,0.0,649635.0625,0
252,62,0.15423,0.272405,5377.654785,0
29,31,0.0,0.0,665420.5625,0
29,31,0.001016,0.001496,9477.117188,0
29,31,0.000164,0.000703,12878399.0,0
29,31,0.000179,0.00082,6708514.0,0
29,31,0.000113,0.000568,3274865.5,0
29,31,0.0,0.0,551083.625,0
0,254,0.0,0.0,0.0,0
29,31,0.000112,0.000663,26411.47852,0
29,31,0.00013,0.000611,662417.8125,0
29,31,0.000164,0.000795,15490852.0,0
0,254,0.0,0.0,0.0,0
29,31,0.000141,0.000693,5711741.0,0
29,31,0.0,0.0,1133623.375,0
29,31,0.0,0.0,647861.6875,0
29,31,0.0,0.0,700098.375,0
0,254,0.0,0.0,0.0,0
29,31,0.0,0.0,699410.625,0
29,31,0.000123,0.000556,9582.858398,0
29,31,0.000133,0.000686,154831.6719,0
0,254,0.0,0.0,0.0,0
29,31,0.0,0.0,339159.5313,0
29,31,0.000166,0.000627,205889.8438,0
29,31,0.000121,0.000575,292718.5625,0
29,31,0.000107,0.000645,3981.872559,0
29,31,0.0,0.0,672332.375,0
0,254,0.0,0.0,0.0,0
29,31,0.000199,0.000764,286999.1875,0
29,31,0.000134,0.000663,1271924.5,0
29,31,0.000181,0.000753,2946320.5,0
29,31,0.000155,0.000752,61391.30469,0
0,254,0.0,0.0,0.0,0
29,31,0.000129,0.00058,630852.0,0
29,31,0.000124,0.000586,287106.125,0
29,31,0.000162,0.000823,16265695.0,0
29,31,0.000159,0.000786,4313803.0,0
29,32,9.3e-05,0.000589,3148024.75,0
29,31,0.0,0.0,540000.0,0
29,31,0.000135,0.000768,13099457.0,0
29,31,0.000108,0.000636,7509258.0,0
29,31,0.000155,0.00064,67099.02344,0
29,31,0.000122,0.000592,4616655.0,0
29,31,0.000156,0.000714,1710877.25,0
29,31,0.000147,0.000743,19736.89453,0
29,31,0.000175,0.000731,76395.71094,0
0,254,0.0,0.0,0.0,0
29,31,0.000153,0.000709,1211342.5,0
29,31,0.000125,0.000601,919615.125,0
29,31,0.000142,0.000719,21109.8457,0
29,31,0.000176,0.00087,15406315.0,0
29,31,0.0,0.0,625482.625,0
29,31,0.000151,0.000642,16316692.0,0
29,31,0.000122,0.000589,3909014.5,0
29,31,0.000139,0.000705,9477.411133,0
29,31,0.00015,0.000639,10129266.0,0
29,31,0.0,0.0,423747.5313,0
29,31,0.000137,0.000793,5596479.5,0
29,31,0.000152,0.000691,2239136.75,0
29,31,0.000129,0.000632,3852156.5,0
29,31,0.000137,0.000715,5548387.0,0
29,31,0.000137,0.00074,8034430.0,0
29,31,0.0,0.0,696673.1875,0
29,31,0.0,0.0,662942.25,0
29,31,0.000151,0.000729,7268029.5,0
29,31,0.0,0.0,1041690.5,0
29,31,0.0,0.0,621291.4375,0
29,31,0.0,0.0,502115.6563,0
29,31,0.0,0.0,656221.1875,0
29,31,0.0,0.0,655207.3125,0
29,31,0.000138,0.000682,62723.27734,0
29,31,0.000142,0.00068,63075.79688,0
29,31,0.00012,0.000595,10014186.0,0
29,31,0.000133,0.000679,4686058.0,0
29,31,0.000131,0.000605,17953.60547,0
29,31,0.000151,0.000639,458565.9063,0
29,31,0.0,0.0,385979.375,0
29,31,0.000131,0.000664,15281268.0,0
29,31,0.000158,0.000763,6261503.0,0
29,31,0.000165,0.000738,76396.23438,0
29,31,0.000133,0.00066,60651.99219,0
29,31,0.0,0.0,633431.0625,0
29,31,0.0,0.0,689254.625,0
29,31,0.0,0.0,608450.75,0
29,31,0.0,0.0,634429.4375,0
29,31,0.000167,0.000786,13463967.0,0
29,31,0.000222,0.000746,4419096.0,0
29,31,0.000124,0.000613,28099.03125,0
29,31,0.000124,0.000697,1818798.625,0
29,31,0.0,0.0,386784.8438,0
29,31,0.000104,0.000623,193223.2031,0
29,31,0.000134,0.000665,3835503.25,0
29,31,0.000128,0.000592,1954944.875,0
29,31,0.000142,0.000658,3428782.5,0
29,31,0.000138,0.000627,198814.875,0
29,31,0.00013,0.000617,3584325.5,0
29,31,0.000139,0.000659,14368.16309,0
29,31,0.000137,0.000695,71814.53125,0
29,31,0.000905,0.002932,10558.43164,0
29,31,0.000137,0.00065,15747229.0,0
29,31,0.000136,0.000671,153010.1875,0
29,31,0.000136,0.000645,2387990.0,0
29,31,0.00013,0.000726,3104585.25,0
29,31,0.0,0.0,671698.0625,0
29,31,0.000155,0.00082,15827677.0,0
29,31,0.000125,0.000573,800602.0,0
29,31,0.0,0.0,695652.1875,0
29,31,0.000166,0.000836,14783022.0,0
29,31,0.000125,0.000674,76455.38281,0
29,31,0.0,0.0,683301.3125,0
29,31,0.000137,0.000776,9418813.0,0
29,31,0.000116,0.00072,4597715.5,0
29,31,0.0,0.0,700540.5625,0
252,254,0.092455,0.2012,2061.651611,0
29,31,0.000155,0.000734,5428355.0,0
29,31,0.000152,0.000702,847784.1875,0
29,31,0.000137,0.000765,6203047.5,0
29,31,0.00012,0.000601,3576797.0,0
252,62,0.224463,0.333902,5927.451172,0
29,31,0.000131,0.000605,607174.25,0
29,31,0.000143,0.000626,45002.53125,0
29,31,0.000128,0.000591,1678188.75,0
29,31,0.000157,0.000727,3271700.5,0
0,254,0.0,0.0,0.0,0
29,31,0.000149,0.00063,3681273.5,0
29,31,0.0,0.0,695312.5,0
29,31,0.0,0.0,654411.75,0
29,31,0.0,0.0,1059233.5,0
29,31,9.8e-05,0.000726,54579.50781,0
29,31,0.0,0.0,684615.375,0
0,29,0.0,0.0,0.0,0
29,31,0.000126,0.000681,8971244.0,0
29,31,0.0,0.0,621834.0625,0
29,31,0.000165,0.000755,14305960.0,0
29,31,0.0,0.0,11824.77246,0
29,31,0.000153,0.000686,13509812.0,0
29,31,0.000153,0.000684,3481338.75,0
29,31,0.000135,0.000694,288363.7813,0
29,31,0.000115,0.000573,4687548.5,0
29,31,0.000174,0.000718,112217.0781,0
29,31,0.000132,0.000708,4943041.0,0
29,31,0.000948,0.001513,10991130.0,0
29,31,0.000123,0.000647,7132257.5,0
29,31,0.000137,0.000725,12509696.0,0
29,31,0.0,0.0,701477.8125,0
29,31,0.000157,0.000759,5471857.0,0
29,31,0.000142,0.000687,54693.94141,0
29,31,0.000127,0.000721,9391.736328,0
29,31,0.000138,0.000617,5405535.0,0
29,31,0.0,0.0,732510.3125,0
29,31,0.000136,0.000773,270188.125,0
29,31,0.000175,0.000714,1067627.0,0
0,254,0.0,0.0,0.0,0
29,31,0.000165,0.000759,10743418.0,0
29,31,0.000242,0.000777,3311206.5,0
29,31,0.000144,0.000705,17107.95117,0
29,31,0.000122,0.001255,167032.0313,0
29,31,0.0,0.0,642220.0,0
29,31,0.000171,0.000753,3102810.25,0
29,31,0.000149,0.000654,3862643.0,0
0,60,0.0,0.0,0.0,0
29,31,0.0,0.0,662325.5625,0
29,31,0.001111,0.001609,6007668.5,0
0,0,0.0,0.0,0.0,0
29,31,0.000136,0.000617,13298356.0,0
29,31,0.000141,0.000653,970132.125,0
29,31,0.000124,0.000625,9928983.0,0
29,31,0.000133,0.000681,14671013.0,0
29,31,0.0,0.0,642857.125,0
29,31,0.0,0.0,711288.6875,0
29,31,0.0,0.0,668730.6875,0
0,29,0.0,0.0,0.0,0
29,31,0.000214,0.004751,277623.125,0
29,31,0.00017,0.000659,16698230.0,0
29,31,0.0,0.0,642857.125,0
29,31,0.000199,0.000702,4047982.25,0
29,31,0.000173,0.000728,1365001.75,0
29,31,0.000136,0.00064,601586.0,0
29,31,0.0,0.0,416277.5313,0
29,31,0.0,0.0,646684.8125,0
29,31,0.0,0.0,699410.625,0
29,31,0.0,0.0,244865.9375,0
29,31,0.000101,0.000577,7900731.0,0
29,31,0.000122,0.000612,13115525.0,0
29,31,0.0,0.0,405985.6875,0
29,31,0.000141,0.000649,45129.9375,0
29,31,0.000131,0.000624,850022.5,0
29,31,0.00014,0.000721,3710482.5,0
252,254,0.071455,0.153274,1127.903809,0
29,31,0.000155,0.000706,4033983.75,0
29,31,0.000135,0.000652,542270.3125,0
29,31,0.0,0.0,735187.4375,0
29,31,0.000149,0.000733,4913030.0,0
29,31,0.000126,0.00068,4978733.0,0
29,31,0.000157,0.000721,10544213.0,0
29,31,0.000154,0.000836,5705957.5,0
29,31,0.0,0.0,700098.375,0
29,31,0.000131,0.000714,25960.65039,0
29,31,0.00017,0.000676,634168.75,0
29,31,0.000156,0.000715,142671.5625,0
29,31,0.000124,0.000587,2403479.5,0
29,31,0.000162,0.000746,14434344.0,0
29,31,0.000163,0.000702,69052.97656,0
29,31,0.000134,0.000597,618263.25,0
29,31,9.8e-05,0.000633,210119.5938,0
0,254,0.0,0.0,0.0,0
29,31,0.000136,0.000665,1084946.375,0
29,31,0.0,0.0,649635.0625,0
0,254,0.0,0.0,0.0,0
29,31,0.000123,0.000594,10376611.0,0
29,31,0.00012,0.000578,35052.63281,0
29,31,0.000161,0.000715,76288.89844,0
29,31,0.000112,0.000781,7877038.5,0
29,31,0.0,0.0,769729.75,0
29,31,0.000127,0.000629,6521499.0,0
29,31,0.0,0.0,649635.0625,0
29,31,0.000166,0.000771,5479615.5,0
0,254,0.0,0.0,0.0,0
29,31,0.000122,0.000625,8169701.0,0
29,31,0.000145,0.000695,26414.9043,0
29,31,0.000154,0.00073,13770766.0,0
29,31,0.0,0.0,588429.75,0
29,31,0.0,0.0,627299.1875,0
29,31,0.000132,0.00058,64128.47266,0
29,31,0.000129,0.000615,10866215.0,0
29,31,0.000151,0.000715,68057.84375,0
252,254,0.060174,0.122622,2572.950439,0
0,254,0.0,0.0,0.0,0
29,31,0.0,0.0,957480.3125,0
0,254,0.0,0.0,0.0,0
29,31,0.000128,0.000643,674016.375,0
29,31,0.000155,0.000747,846339.8125,0
29,31,0.0,0.0,2077.022949,0
29,31,0.000167,0.000718,33631.75781,0
29,31,0.000187,0.001384,4310259.5,0
29,31,0.0,0.0,562500.0,0
29,31,0.000156,0.000799,13162865.0,0
0,254,0.0,0.0,0.0,0
29,31,0.000132,0.000624,76387.28125,0
29,31,0.0,0.0,646706.625,0
29,31,0.000127,0.00099,61656.24219,0
29,31,0.000126,0.000579,20427.80859,0
29,31,0.000169,0.000655,72104.4375,0
29,31,0.000128,0.000645,11095506.0,0
29,31,0.000157,0.000708,45212.78906,0
29,31,0.000148,0.000676,76396.92188,0
29,31,0.000125,0.000669,11273169.0,0
0,254,0.0,0.0,0.0,0
29,31,0.000133,0.0007,61958.57422,0
29,31,0.000143,0.000711,228799.1875,0
0,254,0.0,0.0,0.0,0
29,31,0.0,0.0,680038.1875,0
29,31,0.000142,0.000622,288139.0625,0
29,31,0.0,0.0,296419.6563,0
29,31,0.000139,0.000613,129860.7188,0
29,31,0.000155,0.000658,13334683.0,0
29,31,0.0,0.0,32532.50586,0
29,31,0.0,0.0,640287.8125,0
29,31,0.000123,0.000683,326664.5,0
29,31,0.000135,0.000673,2713053.5,0
29,31,0.0,0.0,659877.8125,0
29,31,0.0,0.0,646098.0,0
29,31,0.000162,0.000707,126393.1953,0
29,31,0.000143,0.000683,71398.00781,0
29,31,0.0,0.0,664799.25,0
29,31,0.000133,0.000721,14504103.0,0
29,31,0.000133,0.000645,8128805.5,0
29,31,0.0,0.0,603914.25,0
29,31,0.000166,0.000753,3113499.0,0
29,31,0.000183,0.000741,41296.34375,0
252,254,0.071685,0.154585,3769.896484,0
29,31,0.0,0.0,7259.720703,0
29,31,0.000152,0.000691,3316025.75,0
29,31,0.000141,0.000739,2615146.0,0
29,31,0.000131,0.000627,13342680.0,0
29,31,0.000948,0.001452,9601.250977,0
29,31,0.0,0.0,626692.5,0
29,31,0.000124,0.000664,3961658.5,0
29,31,0.000133,0.000621,70809.11719,0
29,31,0.000126,0.000587,960521.9375,0
29,31,0.0,0.0,661095.625,0
29,31,0.000137,0.000682,3663324.25,0
0,31,0.0,0.0,0.0,0
29,31,0.000117,0.00077,66298.15625,0
29,31,0.000153,0.000704,290801.2188,0
31,29,0.0,0.0,5548.374023,0
29,31,0.000124,0.00064,9562.009766,0
29,31,0.000156,0.000753,2350201.5,0
29,31,0.0,0.0,627299.1875,0
29,31,0.000161,0.000647,15228.76465,0
29,31,0.000855,0.001361,288426.75,0
29,31,0.000133,0.000655,7252293.0,0
29,31,0.000143,0.000646,76397.67969,0
29,31,0.0,0.0,610744.5625,0
30,31,0.000118,0.000689,2037967.375,0
29,31,0.000136,0.000679,9530.311523,0
29,31,0.000131,0.000611,1045508.938,0
29,31,0.00012,0.000616,10110010.0,0
29,31,0.0,0.0,411928.7813,0
0,31,0.0,0.0,0.0,0
29,31,0.000157,0.000761,6737518.0,0
29,31,0.000143,0.001198,115724.0,0
29,31,0.000136,0.000754,14046408.0,0
29,31,0.0,0.0,29853.18945,0
29,31,0.000872,0.012944,2389773.75,0
29,31,0.00015,0.000651,156329.9844,0
29,31,0.000147,0.000679,13433123.0,0
29,31,0.0,0.0,743991.625,0
29,31,0.000131,0.000652,840574.75,0
29,31,0.000151,0.000641,9762.243164,0
29,31,0.0,0.0,650822.6875,0
0,0,0.0,0.0,0.0,0
29,31,0.0,0.0,649635.0625,0
29,31,0.0,0.0,660482.4375,0
29,31,0.00013,0.000651,4698958.5,0
0,254,0.0,0.0,0.0,0
29,31,0.0,0.0,643761.25,0
30,31,0.000121,0.000578,1610525.25,0
29,31,0.000126,0.000607,74190.30469,0
29,31,0.000129,0.000633,14359902.0,0
29,31,0.0,0.0,662325.5625,0
29,31,0.000134,0.000619,6660.862305,0
29,31,0.000124,0.001369,864639.1875,0
29,31,0.0,0.0,646684.8125,0
29,31,0.0,0.0,659870.25,0
29,31,0.0,0.0,693957.125,0
29,31,0.0,0.0,419031.0,0
29,31,0.000142,0.000667,1680058.625,0
252,62,0.159709,0.335828,4197.834473,0
29,31,0.0,0.0,578055.3125,0
29,31,0.0,0.0,5326.716797,0
29,31,0.000136,0.000762,13407532.0,0
29,31,0.00016,0.00076,9841502.0,0
29,31,0.0,0.0,1047673.75,0
29,31,0.0,0.0,672967.875,0
29,31,0.000171,0.000746,3818467.5,0
29,31,0.000146,0.000682,165951.4219,0
29,31,0.000144,0.000725,15664047.0,0
0,254,0.0,0.0,0.0,0
0,29,0.0,0.0,0.0,0
29,31,0.000153,0.000699,60425.91016,0
29,31,0.000148,0.000692,136128.3281,0
